Date,ProductID,ProductName,Qty,Price,Cost,CurrentStock
2026-07-05,SKU-GULA-01,Gula Pasir Kristal Putih 1kg,28,17500,14500,150
2026-07-06,SKU-GULA-01,Gula Pasir Kristal Putih 1kg,26,17500,14500,150
2026-07-07,SKU-GULA-01,Gula Pasir Kristal Putih 1kg,25,17500,14500,150
2026-07-08,SKU-GULA-01,Gula Pasir Kristal Putih 1kg,25,17500,14500,150
2026-07-09,SKU-GULA-01,Gula Pasir Kristal Putih 1kg,27,17500,14500,150
2026-07-10,SKU-GULA-01,Gula Pasir Kristal Putih 1kg,22,17500,14500,150
2026-07-11,SKU-GULA-01,Gula Pasir Kristal Putih 1kg,33,17500,14500,150
2026-07-12,SKU-GULA-01,Gula Pasir Kristal Putih 1kg,28,17500,14500,150
2026-07-13,SKU-GULA-01,Gula Pasir Kristal Putih 1kg,23,17500,14500,150
2026-07-14,SKU-GULA-01,Gula Pasir Kristal Putih 1kg,21,17500,14500,150
2026-07-15,SKU-GULA-01,Gula Pasir Kristal Putih 1kg,22,17500,14500,150
2026-07-16,SKU-GULA-01,Gula Pasir Kristal Putih 1kg,24,17500,14500,150
2026-07-17,SKU-GULA-01,Gula Pasir Kristal Putih 1kg,18,17500,14500,150
2026-07-18,SKU-GULA-01,Gula Pasir Kristal Putih 1kg,40,17500,14500,150
2026-07-19,SKU-GULA-01,Gula Pasir Kristal Putih 1kg,24,17500,14500,150
2026-07-20,SKU-GULA-01,Gula Pasir Kristal Putih 1kg,17,17500,14500,150
2026-07-21,SKU-GULA-01,Gula Pasir Kristal Putih 1kg,26,17500,14500,150
2026-07-22,SKU-GULA-01,Gula Pasir Kristal Putih 1kg,25,17500,14500,150
2026-07-23,SKU-GULA-01,Gula Pasir Kristal Putih 1kg,24,17500,14500,150
2026-07-24,SKU-GULA-01,Gula Pasir Kristal Putih 1kg,24,17500,14500,150
2026-07-25,SKU-GULA-01,Gula Pasir Kristal Putih 1kg,42,17500,14500,150
2026-07-26,SKU-GULA-01,Gula Pasir Kristal Putih 1kg,36,17500,14500,150
2026-07-27,SKU-GULA-01,Gula Pasir Kristal Putih 1kg,32,17500,14500,150
2026-07-28,SKU-GULA-01,Gula Pasir Kristal Putih 1kg,28,17500,14500,150
2026-07-29,SKU-GULA-01,Gula Pasir Kristal Putih 1kg,37,17500,14500,150
2026-07-30,SKU-GULA-01,Gula Pasir Kristal Putih 1kg,31,17500,14500,150
2026-07-31,SKU-GULA-01,Gula Pasir Kristal Putih 1kg,27,17500,14500,150
2026-08-01,SKU-GULA-01,Gula Pasir Kristal Putih 1kg,40,17500,14500,150
2026-08-02,SKU-GULA-01,Gula Pasir Kristal Putih 1kg,31,17500,14500,150
2026-08-03,SKU-GULA-01,Gula Pasir Kristal Putih 1kg,19,17500,14500,150
2026-08-04,SKU-GULA-01,Gula Pasir Kristal Putih 1kg,18,17500,14500,150
2026-08-05,SKU-GULA-01,Gula Pasir Kristal Putih 1kg,22,17500,14500,150
2026-08-06,SKU-GULA-01,Gula Pasir Kristal Putih 1kg,22,17500,14500,150
2026-08-07,SKU-GULA-01,Gula Pasir Kristal Putih 1kg,19,17500,14500,150
2026-08-08,SKU-GULA-01,Gula Pasir Kristal Putih 1kg,40,17500,14500,150
2026-08-09,SKU-GULA-01,Gula Pasir Kristal Putih 1kg,30,17500,14500,150
2026-08-10,SKU-GULA-01,Gula Pasir Kristal Putih 1kg,16,17500,14500,150
2026-08-11,SKU-GULA-01,Gula Pasir Kristal Putih 1kg,16,17500,14500,150
2026-08-12,SKU-GULA-01,Gula Pasir Kristal Putih 1kg,19,17500,14500,150
2026-08-13,SKU-GULA-01,Gula Pasir Kristal Putih 1kg,21,17500,14500,150
2026-08-14,SKU-GULA-01,Gula Pasir Kristal Putih 1kg,23,17500,14500,150
2026-08-15,SKU-GULA-01,Gula Pasir Kristal Putih 1kg,37,17500,14500,150
2026-08-16,SKU-GULA-01,Gula Pasir Kristal Putih 1kg,34,17500,14500,150
2026-08-17,SKU-GULA-01,Gula Pasir Kristal Putih 1kg,32,17500,14500,150
2026-08-18,SKU-GULA-01,Gula Pasir Kristal Putih 1kg,21,17500,14500,150
2026-08-19,SKU-GULA-01,Gula Pasir Kristal Putih 1kg,18,17500,14500,150
2026-08-20,SKU-GULA-01,Gula Pasir Kristal Putih 1kg,21,17500,14500,150
2026-08-21,SKU-GULA-01,Gula Pasir Kristal Putih 1kg,20,17500,14500,150
2026-08-22,SKU-GULA-01,Gula Pasir Kristal Putih 1kg,31,17500,14500,150
2026-08-23,SKU-GULA-01,Gula Pasir Kristal Putih 1kg,25,17500,14500,150
2026-06-25,SKU-SABUN-01,Sabun Cuci Piring Cair 780ml,8,15500,12500,250
2026-06-26,SKU-SABUN-01,Sabun Cuci Piring Cair 780ml,9,15500,12500,250
2026-06-27,SKU-SABUN-01,Sabun Cuci Piring Cair 780ml,9,15500,12500,250
2026-06-28,SKU-SABUN-01,Sabun Cuci Piring Cair 780ml,10,15500,12500,250
2026-06-29,SKU-SABUN-01,Sabun Cuci Piring Cair 780ml,8,15500,12500,250
2026-06-30,SKU-SABUN-01,Sabun Cuci Piring Cair 780ml,6,15500,12500,250
2026-07-01,SKU-SABUN-01,Sabun Cuci Piring Cair 780ml,7,15500,12500,250
2026-07-02,SKU-SABUN-01,Sabun Cuci Piring Cair 780ml,5,15500,12500,250
2026-07-03,SKU-SABUN-01,Sabun Cuci Piring Cair 780ml,5,15500,12500,250
2026-07-04,SKU-SABUN-01,Sabun Cuci Piring Cair 780ml,5,15500,12500,250
2026-07-05,SKU-SABUN-01,Sabun Cuci Piring Cair 780ml,6,15500,12500,250
2026-07-06,SKU-SABUN-01,Sabun Cuci Piring Cair 780ml,5,15500,12500,250
2026-07-07,SKU-SABUN-01,Sabun Cuci Piring Cair 780ml,7,15500,12500,250
2026-07-08,SKU-SABUN-01,Sabun Cuci Piring Cair 780ml,6,15500,12500,250
2026-07-09,SKU-SABUN-01,Sabun Cuci Piring Cair 780ml,8,15500,12500,250
2026-07-10,SKU-SABUN-01,Sabun Cuci Piring Cair 780ml,3,15500,12500,250
2026-07-11,SKU-SABUN-01,Sabun Cuci Piring Cair 780ml,8,15500,12500,250
2026-07-12,SKU-SABUN-01,Sabun Cuci Piring Cair 780ml,7,15500,12500,250
2026-07-13,SKU-SABUN-01,Sabun Cuci Piring Cair 780ml,8,15500,12500,250
2026-07-14,SKU-SABUN-01,Sabun Cuci Piring Cair 780ml,3,15500,12500,250
2026-07-15,SKU-SABUN-01,Sabun Cuci Piring Cair 780ml,3,15500,12500,250
2026-07-16,SKU-SABUN-01,Sabun Cuci Piring Cair 780ml,4,15500,12500,250
2026-07-17,SKU-SABUN-01,Sabun Cuci Piring Cair 780ml,1,15500,12500,250
2026-07-18,SKU-SABUN-01,Sabun Cuci Piring Cair 780ml,5,15500,12500,250
2026-07-19,SKU-SABUN-01,Sabun Cuci Piring Cair 780ml,5,15500,12500,250
2026-07-20,SKU-SABUN-01,Sabun Cuci Piring Cair 780ml,5,15500,12500,250
2026-07-21,SKU-SABUN-01,Sabun Cuci Piring Cair 780ml,5,15500,12500,250
2026-07-22,SKU-SABUN-01,Sabun Cuci Piring Cair 780ml,7,15500,12500,250
2026-07-23,SKU-SABUN-01,Sabun Cuci Piring Cair 780ml,6,15500,12500,250
2026-07-24,SKU-SABUN-01,Sabun Cuci Piring Cair 780ml,4,15500,12500,250
2026-07-25,SKU-SABUN-01,Sabun Cuci Piring Cair 780ml,8,15500,12500,250
2026-07-26,SKU-SABUN-01,Sabun Cuci Piring Cair 780ml,10,15500,12500,250
2026-07-27,SKU-SABUN-01,Sabun Cuci Piring Cair 780ml,5,15500,12500,250
2026-07-28,SKU-SABUN-01,Sabun Cuci Piring Cair 780ml,9,15500,12500,250
2026-07-29,SKU-SABUN-01,Sabun Cuci Piring Cair 780ml,9,15500,12500,250
2026-07-30,SKU-SABUN-01,Sabun Cuci Piring Cair 780ml,6,15500,12500,250
2026-07-31,SKU-SABUN-01,Sabun Cuci Piring Cair 780ml,4,15500,12500,250
2026-08-01,SKU-SABUN-01,Sabun Cuci Piring Cair 780ml,12,15500,12500,250
2026-08-02,SKU-SABUN-01,Sabun Cuci Piring Cair 780ml,6,15500,12500,250
2026-08-03,SKU-SABUN-01,Sabun Cuci Piring Cair 780ml,6,15500,12500,250
2026-08-04,SKU-SABUN-01,Sabun Cuci Piring Cair 780ml,2,15500,12500,250
2026-08-05,SKU-SABUN-01,Sabun Cuci Piring Cair 780ml,4,15500,12500,250
2026-08-06,SKU-SABUN-01,Sabun Cuci Piring Cair 780ml,5,15500,12500,250
2026-08-07,SKU-SABUN-01,Sabun Cuci Piring Cair 780ml,5,15500,12500,250
2026-08-08,SKU-SABUN-01,Sabun Cuci Piring Cair 780ml,9,15500,12500,250
2026-08-09,SKU-SABUN-01,Sabun Cuci Piring Cair 780ml,7,15500,12500,250
2026-08-10,SKU-SABUN-01,Sabun Cuci Piring Cair 780ml,3,15500,12500,250
2026-08-11,SKU-SABUN-01,Sabun Cuci Piring Cair 780ml,4,15500,12500,250
2026-08-12,SKU-SABUN-01,Sabun Cuci Piring Cair 780ml,5,15500,12500,250
2026-08-13,SKU-SABUN-01,Sabun Cuci Piring Cair 780ml,5,15500,12500,250
2026-08-14,SKU-SABUN-01,Sabun Cuci Piring Cair 780ml,6,15500,12500,250
2026-08-15,SKU-SABUN-01,Sabun Cuci Piring Cair 780ml,5,15500,12500,250
2026-08-16,SKU-SABUN-01,Sabun Cuci Piring Cair 780ml,4,15500,12500,250
2026-08-17,SKU-SABUN-01,Sabun Cuci Piring Cair 780ml,9,15500,12500,250
2026-08-18,SKU-SABUN-01,Sabun Cuci Piring Cair 780ml,5,15500,12500,250
2026-08-19,SKU-SABUN-01,Sabun Cuci Piring Cair 780ml,3,15500,12500,250
2026-08-20,SKU-SABUN-01,Sabun Cuci Piring Cair 780ml,7,15500,12500,250
2026-08-21,SKU-SABUN-01,Sabun Cuci Piring Cair 780ml,5,15500,12500,250
2026-08-22,SKU-SABUN-01,Sabun Cuci Piring Cair 780ml,8,15500,12500,250
2026-08-23,SKU-SABUN-01,Sabun Cuci Piring Cair 780ml,6,15500,12500,250
2026-06-25,SKU-TERIGU-01,Tepung Terigu Segitiga 1kg,16,13500,11000,200
2026-06-26,SKU-TERIGU-01,Tepung Terigu Segitiga 1kg,16,13500,11000,200
2026-06-27,SKU-TERIGU-01,Tepung Terigu Segitiga 1kg,14,13500,11000,200
2026-06-28,SKU-TERIGU-01,Tepung Terigu Segitiga 1kg,19,13500,11000,200
2026-06-29,SKU-TERIGU-01,Tepung Terigu Segitiga 1kg,13,13500,11000,200
2026-06-30,SKU-TERIGU-01,Tepung Terigu Segitiga 1kg,15,13500,11000,200
2026-07-01,SKU-TERIGU-01,Tepung Terigu Segitiga 1kg,9,13500,11000,200
2026-07-02,SKU-TERIGU-01,Tepung Terigu Segitiga 1kg,9,13500,11000,200
2026-07-03,SKU-TERIGU-01,Tepung Terigu Segitiga 1kg,9,13500,11000,200
2026-07-04,SKU-TERIGU-01,Tepung Terigu Segitiga 1kg,6,13500,11000,200
2026-07-05,SKU-TERIGU-01,Tepung Terigu Segitiga 1kg,7,13500,11000,200
2026-07-06,SKU-TERIGU-01,Tepung Terigu Segitiga 1kg,4,13500,11000,200
2026-07-07,SKU-TERIGU-01,Tepung Terigu Segitiga 1kg,7,13500,11000,200
2026-07-08,SKU-TERIGU-01,Tepung Terigu Segitiga 1kg,9,13500,11000,200
2026-07-09,SKU-TERIGU-01,Tepung Terigu Segitiga 1kg,10,13500,11000,200
2026-07-10,SKU-TERIGU-01,Tepung Terigu Segitiga 1kg,8,13500,11000,200
2026-07-11,SKU-TERIGU-01,Tepung Terigu Segitiga 1kg,14,13500,11000,200
2026-07-12,SKU-TERIGU-01,Tepung Terigu Segitiga 1kg,7,13500,11000,200
2026-07-13,SKU-TERIGU-01,Tepung Terigu Segitiga 1kg,5,13500,11000,200
2026-07-14,SKU-TERIGU-01,Tepung Terigu Segitiga 1kg,7,13500,11000,200
2026-07-15,SKU-TERIGU-01,Tepung Terigu Segitiga 1kg,8,13500,11000,200
2026-07-16,SKU-TERIGU-01,Tepung Terigu Segitiga 1kg,7,13500,11000,200
2026-07-17,SKU-TERIGU-01,Tepung Terigu Segitiga 1kg,4,13500,11000,200
2026-07-18,SKU-TERIGU-01,Tepung Terigu Segitiga 1kg,10,13500,11000,200
2026-07-19,SKU-TERIGU-01,Tepung Terigu Segitiga 1kg,7,13500,11000,200
2026-07-20,SKU-TERIGU-01,Tepung Terigu Segitiga 1kg,9,13500,11000,200
2026-07-21,SKU-TERIGU-01,Tepung Terigu Segitiga 1kg,8,13500,11000,200
2026-07-22,SKU-TERIGU-01,Tepung Terigu Segitiga 1kg,6,13500,11000,200
2026-07-23,SKU-TERIGU-01,Tepung Terigu Segitiga 1kg,7,13500,11000,200
2026-07-24,SKU-TERIGU-01,Tepung Terigu Segitiga 1kg,6,13500,11000,200
2026-07-25,SKU-TERIGU-01,Tepung Terigu Segitiga 1kg,15,13500,11000,200
2026-07-26,SKU-TERIGU-01,Tepung Terigu Segitiga 1kg,18,13500,11000,200
2026-07-27,SKU-TERIGU-01,Tepung Terigu Segitiga 1kg,9,13500,11000,200
2026-07-28,SKU-TERIGU-01,Tepung Terigu Segitiga 1kg,12,13500,11000,200
2026-07-29,SKU-TERIGU-01,Tepung Terigu Segitiga 1kg,10,13500,11000,200
2026-07-30,SKU-TERIGU-01,Tepung Terigu Segitiga 1kg,9,13500,11000,200
2026-07-31,SKU-TERIGU-01,Tepung Terigu Segitiga 1kg,11,13500,11000,200
2026-08-01,SKU-TERIGU-01,Tepung Terigu Segitiga 1kg,12,13500,11000,200
2026-08-02,SKU-TERIGU-01,Tepung Terigu Segitiga 1kg,9,13500,11000,200
2026-08-03,SKU-TERIGU-01,Tepung Terigu Segitiga 1kg,5,13500,11000,200
2026-08-04,SKU-TERIGU-01,Tepung Terigu Segitiga 1kg,11,13500,11000,200
2026-08-05,SKU-TERIGU-01,Tepung Terigu Segitiga 1kg,8,13500,11000,200
2026-08-06,SKU-TERIGU-01,Tepung Terigu Segitiga 1kg,6,13500,11000,200
2026-08-07,SKU-TERIGU-01,Tepung Terigu Segitiga 1kg,8,13500,11000,200
2026-08-08,SKU-TERIGU-01,Tepung Terigu Segitiga 1kg,15,13500,11000,200
2026-08-09,SKU-TERIGU-01,Tepung Terigu Segitiga 1kg,10,13500,11000,200
2026-08-10,SKU-TERIGU-01,Tepung Terigu Segitiga 1kg,9,13500,11000,200
2026-08-11,SKU-TERIGU-01,Tepung Terigu Segitiga 1kg,9,13500,11000,200
2026-08-12,SKU-TERIGU-01,Tepung Terigu Segitiga 1kg,7,13500,11000,200
2026-08-13,SKU-TERIGU-01,Tepung Terigu Segitiga 1kg,6,13500,11000,200
2026-08-14,SKU-TERIGU-01,Tepung Terigu Segitiga 1kg,7,13500,11000,200
2026-08-15,SKU-TERIGU-01,Tepung Terigu Segitiga 1kg,5,13500,11000,200
2026-08-16,SKU-TERIGU-01,Tepung Terigu Segitiga 1kg,7,13500,11000,200
2026-08-17,SKU-TERIGU-01,Tepung Terigu Segitiga 1kg,15,13500,11000,200
2026-08-18,SKU-TERIGU-01,Tepung Terigu Segitiga 1kg,10,13500,11000,200
2026-08-19,SKU-TERIGU-01,Tepung Terigu Segitiga 1kg,7,13500,11000,200
2026-08-20,SKU-TERIGU-01,Tepung Terigu Segitiga 1kg,9,13500,11000,200
2026-08-21,SKU-TERIGU-01,Tepung Terigu Segitiga 1kg,8,13500,11000,200
2026-08-22,SKU-TERIGU-01,Tepung Terigu Segitiga 1kg,18,13500,11000,200
2026-08-23,SKU-TERIGU-01,Tepung Terigu Segitiga 1kg,13,13500,11000,200
2026-06-25,SKU-GAS-12,Tabung Gas Elpiji 12kg,0,220000,195000,4
2026-06-26,SKU-GAS-12,Tabung Gas Elpiji 12kg,0,220000,195000,4
2026-06-27,SKU-GAS-12,Tabung Gas Elpiji 12kg,0,220000,195000,4
2026-06-28,SKU-GAS-12,Tabung Gas Elpiji 12kg,0,220000,195000,4
2026-06-29,SKU-GAS-12,Tabung Gas Elpiji 12kg,0,220000,195000,4
2026-06-30,SKU-GAS-12,Tabung Gas Elpiji 12kg,0,220000,195000,4
2026-07-01,SKU-GAS-12,Tabung Gas Elpiji 12kg,0,220000,195000,4
2026-07-02,SKU-GAS-12,Tabung Gas Elpiji 12kg,0,220000,195000,4
2026-07-03,SKU-GAS-12,Tabung Gas Elpiji 12kg,0,220000,195000,4
2026-07-04,SKU-GAS-12,Tabung Gas Elpiji 12kg,0,220000,195000,4
2026-07-05,SKU-GAS-12,Tabung Gas Elpiji 12kg,0,220000,195000,4
2026-07-06,SKU-GAS-12,Tabung Gas Elpiji 12kg,7,220000,195000,4
2026-07-07,SKU-GAS-12,Tabung Gas Elpiji 12kg,0,220000,195000,4
2026-07-08,SKU-GAS-12,Tabung Gas Elpiji 12kg,0,220000,195000,4
2026-07-09,SKU-GAS-12,Tabung Gas Elpiji 12kg,0,220000,195000,4
2026-07-10,SKU-GAS-12,Tabung Gas Elpiji 12kg,0,220000,195000,4
2026-07-11,SKU-GAS-12,Tabung Gas Elpiji 12kg,6,220000,195000,4
2026-07-12,SKU-GAS-12,Tabung Gas Elpiji 12kg,0,220000,195000,4
2026-07-13,SKU-GAS-12,Tabung Gas Elpiji 12kg,0,220000,195000,4
2026-07-14,SKU-GAS-12,Tabung Gas Elpiji 12kg,0,220000,195000,4
2026-07-15,SKU-GAS-12,Tabung Gas Elpiji 12kg,0,220000,195000,4
2026-07-16,SKU-GAS-12,Tabung Gas Elpiji 12kg,0,220000,195000,4
2026-07-17,SKU-GAS-12,Tabung Gas Elpiji 12kg,4,220000,195000,4
2026-07-18,SKU-GAS-12,Tabung Gas Elpiji 12kg,0,220000,195000,4
2026-07-19,SKU-GAS-12,Tabung Gas Elpiji 12kg,10,220000,195000,4
2026-07-20,SKU-GAS-12,Tabung Gas Elpiji 12kg,0,220000,195000,4
2026-07-21,SKU-GAS-12,Tabung Gas Elpiji 12kg,0,220000,195000,4
2026-07-22,SKU-GAS-12,Tabung Gas Elpiji 12kg,0,220000,195000,4
2026-07-23,SKU-GAS-12,Tabung Gas Elpiji 12kg,0,220000,195000,4
2026-07-24,SKU-GAS-12,Tabung Gas Elpiji 12kg,0,220000,195000,4
2026-07-25,SKU-GAS-12,Tabung Gas Elpiji 12kg,8,220000,195000,4
2026-07-26,SKU-GAS-12,Tabung Gas Elpiji 12kg,0,220000,195000,4
2026-07-27,SKU-GAS-12,Tabung Gas Elpiji 12kg,0,220000,195000,4
2026-07-28,SKU-GAS-12,Tabung Gas Elpiji 12kg,0,220000,195000,4
2026-07-29,SKU-GAS-12,Tabung Gas Elpiji 12kg,0,220000,195000,4
2026-07-30,SKU-GAS-12,Tabung Gas Elpiji 12kg,0,220000,195000,4
2026-07-31,SKU-GAS-12,Tabung Gas Elpiji 12kg,0,220000,195000,4
2026-08-01,SKU-GAS-12,Tabung Gas Elpiji 12kg,0,220000,195000,4
2026-08-02,SKU-GAS-12,Tabung Gas Elpiji 12kg,12,220000,195000,4
2026-08-03,SKU-GAS-12,Tabung Gas Elpiji 12kg,5,220000,195000,4
2026-08-04,SKU-GAS-12,Tabung Gas Elpiji 12kg,0,220000,195000,4
2026-08-05,SKU-GAS-12,Tabung Gas Elpiji 12kg,4,220000,195000,4
2026-08-06,SKU-GAS-12,Tabung Gas Elpiji 12kg,0,220000,195000,4
2026-08-07,SKU-GAS-12,Tabung Gas Elpiji 12kg,0,220000,195000,4
2026-08-08,SKU-GAS-12,Tabung Gas Elpiji 12kg,10,220000,195000,4
2026-08-09,SKU-GAS-12,Tabung Gas Elpiji 12kg,0,220000,195000,4
2026-08-10,SKU-GAS-12,Tabung Gas Elpiji 12kg,0,220000,195000,4
2026-08-11,SKU-GAS-12,Tabung Gas Elpiji 12kg,0,220000,195000,4
2026-08-12,SKU-GAS-12,Tabung Gas Elpiji 12kg,0,220000,195000,4
2026-08-13,SKU-GAS-12,Tabung Gas Elpiji 12kg,7,220000,195000,4
2026-08-14,SKU-GAS-12,Tabung Gas Elpiji 12kg,8,220000,195000,4
2026-08-15,SKU-GAS-12,Tabung Gas Elpiji 12kg,0,220000,195000,4
2026-08-16,SKU-GAS-12,Tabung Gas Elpiji 12kg,0,220000,195000,4
2026-08-17,SKU-GAS-12,Tabung Gas Elpiji 12kg,8,220000,195000,4
2026-08-18,SKU-GAS-12,Tabung Gas Elpiji 12kg,0,220000,195000,4
2026-08-19,SKU-GAS-12,Tabung Gas Elpiji 12kg,7,220000,195000,4
2026-08-20,SKU-GAS-12,Tabung Gas Elpiji 12kg,0,220000,195000,4
2026-08-21,SKU-GAS-12,Tabung Gas Elpiji 12kg,0,220000,195000,4
2026-08-22,SKU-GAS-12,Tabung Gas Elpiji 12kg,8,220000,195000,4
2026-08-23,SKU-GAS-12,Tabung Gas Elpiji 12kg,13,220000,195000,4
2026-06-25,SKU-PAYUNG-01,Payung Lipat Otomatis,7,65000,45000,8
2026-06-26,SKU-PAYUNG-01,Payung Lipat Otomatis,0,65000,45000,8
2026-06-27,SKU-PAYUNG-01,Payung Lipat Otomatis,5,65000,45000,8
2026-06-28,SKU-PAYUNG-01,Payung Lipat Otomatis,0,65000,45000,8
2026-06-29,SKU-PAYUNG-01,Payung Lipat Otomatis,4,65000,45000,8
2026-06-30,SKU-PAYUNG-01,Payung Lipat Otomatis,0,65000,45000,8
2026-07-01,SKU-PAYUNG-01,Payung Lipat Otomatis,0,65000,45000,8
2026-07-02,SKU-PAYUNG-01,Payung Lipat Otomatis,3,65000,45000,8
2026-07-03,SKU-PAYUNG-01,Payung Lipat Otomatis,3,65000,45000,8
2026-07-04,SKU-PAYUNG-01,Payung Lipat Otomatis,0,65000,45000,8
2026-07-05,SKU-PAYUNG-01,Payung Lipat Otomatis,6,65000,45000,8
2026-07-06,SKU-PAYUNG-01,Payung Lipat Otomatis,0,65000,45000,8
2026-07-07,SKU-PAYUNG-01,Payung Lipat Otomatis,0,65000,45000,8
2026-07-08,SKU-PAYUNG-01,Payung Lipat Otomatis,0,65000,45000,8
2026-07-09,SKU-PAYUNG-01,Payung Lipat Otomatis,0,65000,45000,8
2026-07-10,SKU-PAYUNG-01,Payung Lipat Otomatis,0,65000,45000,8
2026-07-11,SKU-PAYUNG-01,Payung Lipat Otomatis,6,65000,45000,8
2026-07-12,SKU-PAYUNG-01,Payung Lipat Otomatis,5,65000,45000,8
2026-07-13,SKU-PAYUNG-01,Payung Lipat Otomatis,0,65000,45000,8
2026-07-14,SKU-PAYUNG-01,Payung Lipat Otomatis,2,65000,45000,8
2026-07-15,SKU-PAYUNG-01,Payung Lipat Otomatis,0,65000,45000,8
2026-07-16,SKU-PAYUNG-01,Payung Lipat Otomatis,1,65000,45000,8
2026-07-17,SKU-PAYUNG-01,Payung Lipat Otomatis,3,65000,45000,8
2026-07-18,SKU-PAYUNG-01,Payung Lipat Otomatis,0,65000,45000,8
2026-07-19,SKU-PAYUNG-01,Payung Lipat Otomatis,7,65000,45000,8
2026-07-20,SKU-PAYUNG-01,Payung Lipat Otomatis,0,65000,45000,8
2026-07-21,SKU-PAYUNG-01,Payung Lipat Otomatis,0,65000,45000,8
2026-07-22,SKU-PAYUNG-01,Payung Lipat Otomatis,0,65000,45000,8
2026-07-23,SKU-PAYUNG-01,Payung Lipat Otomatis,0,65000,45000,8
2026-07-24,SKU-PAYUNG-01,Payung Lipat Otomatis,0,65000,45000,8
2026-07-25,SKU-PAYUNG-01,Payung Lipat Otomatis,0,65000,45000,8
2026-07-26,SKU-PAYUNG-01,Payung Lipat Otomatis,10,65000,45000,8
2026-07-27,SKU-PAYUNG-01,Payung Lipat Otomatis,7,65000,45000,8
2026-07-28,SKU-PAYUNG-01,Payung Lipat Otomatis,0,65000,45000,8
2026-07-29,SKU-PAYUNG-01,Payung Lipat Otomatis,0,65000,45000,8
2026-07-30,SKU-PAYUNG-01,Payung Lipat Otomatis,0,65000,45000,8
2026-07-31,SKU-PAYUNG-01,Payung Lipat Otomatis,0,65000,45000,8
2026-08-01,SKU-PAYUNG-01,Payung Lipat Otomatis,0,65000,45000,8
2026-08-02,SKU-PAYUNG-01,Payung Lipat Otomatis,4,65000,45000,8
2026-08-03,SKU-PAYUNG-01,Payung Lipat Otomatis,3,65000,45000,8
2026-08-04,SKU-PAYUNG-01,Payung Lipat Otomatis,2,65000,45000,8
2026-08-05,SKU-PAYUNG-01,Payung Lipat Otomatis,0,65000,45000,8
2026-08-06,SKU-PAYUNG-01,Payung Lipat Otomatis,7,65000,45000,8
2026-08-07,SKU-PAYUNG-01,Payung Lipat Otomatis,0,65000,45000,8
2026-08-08,SKU-PAYUNG-01,Payung Lipat Otomatis,0,65000,45000,8
2026-08-09,SKU-PAYUNG-01,Payung Lipat Otomatis,0,65000,45000,8
2026-08-10,SKU-PAYUNG-01,Payung Lipat Otomatis,2,65000,45000,8
2026-08-11,SKU-PAYUNG-01,Payung Lipat Otomatis,0,65000,45000,8
2026-08-12,SKU-PAYUNG-01,Payung Lipat Otomatis,0,65000,45000,8
2026-08-13,SKU-PAYUNG-01,Payung Lipat Otomatis,0,65000,45000,8
2026-08-14,SKU-PAYUNG-01,Payung Lipat Otomatis,6,65000,45000,8
2026-08-15,SKU-PAYUNG-01,Payung Lipat Otomatis,0,65000,45000,8
2026-08-16,SKU-PAYUNG-01,Payung Lipat Otomatis,0,65000,45000,8
2026-08-17,SKU-PAYUNG-01,Payung Lipat Otomatis,0,65000,45000,8
2026-08-18,SKU-PAYUNG-01,Payung Lipat Otomatis,0,65000,45000,8
2026-08-19,SKU-PAYUNG-01,Payung Lipat Otomatis,0,65000,45000,8
2026-08-20,SKU-PAYUNG-01,Payung Lipat Otomatis,0,65000,45000,8
2026-08-21,SKU-PAYUNG-01,Payung Lipat Otomatis,0,65000,45000,8
2026-08-22,SKU-PAYUNG-01,Payung Lipat Otomatis,4,65000,45000,8
2026-08-23,SKU-PAYUNG-01,Payung Lipat Otomatis,0,65000,45000,8
2026-08-20,SKU-OATMILK-01,Susu Oatmilk Barista 1L,5,48000,38000,6
2026-08-21,SKU-OATMILK-01,Susu Oatmilk Barista 1L,4,48000,38000,6
2026-08-22,SKU-OATMILK-01,Susu Oatmilk Barista 1L,7,48000,38000,6
2026-08-23,SKU-OATMILK-01,Susu Oatmilk Barista 1L,8,48000,38000,6
2026-08-21,SKU-MATCHA-01,Bubuk Matcha Premium 250g,4,55000,42000,12
2026-08-22,SKU-MATCHA-01,Bubuk Matcha Premium 250g,3,55000,42000,12
2026-08-23,SKU-MATCHA-01,Bubuk Matcha Premium 250g,4,55000,42000,12
