Date,ProductID,ProductName,Qty,Price,Cost,CurrentStock
2026-08-08,SKU-MINYAK-02,Minyak Goreng Sawit 2L,33,38000,33000,22
2026-08-08,SKU-TELUR-01,Telur Ayam Ras 1kg,42,31000,26500,15
2026-08-08,SKU-INDOMIE-01,Indomie Goreng Spesial Dus,15,118000,106000,8
2026-08-08,SKU-KOPI-01,Kopi Bubuk Kapal Api 380g,22,32000,27000,20
2026-08-08,SKU-SIRUP-01,Sirup Marjan Cocopandan 460ml,25,24500,19500,10
2026-08-08,SKU-KURMA-01,Kurma Palm Fruit 500g,9,45000,35000,6
2026-08-09,SKU-BERAS-05,Beras Ramos Premium 5kg,17,78000,68000,18
2026-08-09,SKU-MINYAK-02,Minyak Goreng Sawit 2L,32,38000,33000,22
2026-08-09,SKU-TELUR-01,Telur Ayam Ras 1kg,40,31000,26500,15
2026-08-09,SKU-INDOMIE-01,Indomie Goreng Spesial Dus,14,118000,106000,8
2026-08-09,SKU-KOPI-01,Kopi Bubuk Kapal Api 380g,21,32000,27000,20
2026-08-09,SKU-SIRUP-01,Sirup Marjan Cocopandan 460ml,24,24500,19500,10
2026-08-09,SKU-KURMA-01,Kurma Palm Fruit 500g,9,45000,35000,6
2026-08-10,SKU-BERAS-05,Beras Ramos Premium 5kg,10,78000,68000,18
2026-08-10,SKU-MINYAK-02,Minyak Goreng Sawit 2L,19,38000,33000,22
2026-08-10,SKU-TELUR-01,Telur Ayam Ras 1kg,24,31000,26500,15
2026-08-10,SKU-INDOMIE-01,Indomie Goreng Spesial Dus,8,118000,106000,8
2026-08-10,SKU-KOPI-01,Kopi Bubuk Kapal Api 380g,13,32000,27000,20
2026-08-10,SKU-SIRUP-01,Sirup Marjan Cocopandan 460ml,14,24500,19500,10
2026-08-10,SKU-KURMA-01,Kurma Palm Fruit 500g,5,45000,35000,6
2026-08-11,SKU-BERAS-05,Beras Ramos Premium 5kg,11,78000,68000,18
2026-08-11,SKU-MINYAK-02,Minyak Goreng Sawit 2L,20,38000,33000,22
2026-08-11,SKU-TELUR-01,Telur Ayam Ras 1kg,25,31000,26500,15
2026-08-11,SKU-INDOMIE-01,Indomie Goreng Spesial Dus,8,118000,106000,8
2026-08-11,SKU-KOPI-01,Kopi Bubuk Kapal Api 380g,14,32000,27000,20
2026-08-11,SKU-SIRUP-01,Sirup Marjan Cocopandan 460ml,15,24500,19500,10
2026-08-11,SKU-KURMA-01,Kurma Palm Fruit 500g,5,45000,35000,6
2026-08-12,SKU-BERAS-05,Beras Ramos Premium 5kg,12,78000,68000,18
2026-08-12,SKU-MINYAK-02,Minyak Goreng Sawit 2L,22,38000,33000,22
2026-08-12,SKU-TELUR-01,Telur Ayam Ras 1kg,27,31000,26500,15
2026-08-12,SKU-INDOMIE-01,Indomie Goreng Spesial Dus,9,118000,106000,8
2026-08-12,SKU-KOPI-01,Kopi Bubuk Kapal Api 380g,15,32000,27000,20
2026-08-12,SKU-SIRUP-01,Sirup Marjan Cocopandan 460ml,16,24500,19500,10
2026-08-12,SKU-KURMA-01,Kurma Palm Fruit 500g,6,45000,35000,6
2026-08-13,SKU-BERAS-05,Beras Ramos Premium 5kg,12,78000,68000,18
2026-08-13,SKU-MINYAK-02,Minyak Goreng Sawit 2L,22,38000,33000,22
2026-08-13,SKU-TELUR-01,Telur Ayam Ras 1kg,28,31000,26500,15
2026-08-13,SKU-INDOMIE-01,Indomie Goreng Spesial Dus,9,118000,106000,8
2026-08-13,SKU-KOPI-01,Kopi Bubuk Kapal Api 380g,15,32000,27000,20
2026-08-13,SKU-SIRUP-01,Sirup Marjan Cocopandan 460ml,16,24500,19500,10
2026-08-13,SKU-KURMA-01,Kurma Palm Fruit 500g,6,45000,35000,6
2026-08-14,SKU-BERAS-05,Beras Ramos Premium 5kg,14,78000,68000,18
2026-08-14,SKU-MINYAK-02,Minyak Goreng Sawit 2L,26,38000,33000,22
2026-08-14,SKU-TELUR-01,Telur Ayam Ras 1kg,33,31000,26500,15
2026-08-14,SKU-INDOMIE-01,Indomie Goreng Spesial Dus,12,118000,106000,8
2026-08-14,SKU-KOPI-01,Kopi Bubuk Kapal Api 380g,17,32000,27000,20
2026-08-14,SKU-SIRUP-01,Sirup Marjan Cocopandan 460ml,19,24500,19500,10
2026-08-14,SKU-KURMA-01,Kurma Palm Fruit 500g,7,45000,35000,6
2026-08-15,SKU-BERAS-05,Beras Ramos Premium 5kg,18,78000,68000,18
2026-08-15,SKU-MINYAK-02,Minyak Goreng Sawit 2L,34,38000,33000,22
2026-08-15,SKU-TELUR-01,Telur Ayam Ras 1kg,43,31000,26500,15
2026-08-15,SKU-INDOMIE-01,Indomie Goreng Spesial Dus,16,118000,106000,8
2026-08-15,SKU-KOPI-01,Kopi Bubuk Kapal Api 380g,23,32000,27000,20
2026-08-15,SKU-SIRUP-01,Sirup Marjan Cocopandan 460ml,26,24500,19500,10
2026-08-15,SKU-KURMA-01,Kurma Palm Fruit 500g,10,45000,35000,6
2026-08-16,SKU-BERAS-05,Beras Ramos Premium 5kg,19,78000,68000,18
2026-08-16,SKU-MINYAK-02,Minyak Goreng Sawit 2L,35,38000,33000,22
2026-08-16,SKU-TELUR-01,Telur Ayam Ras 1kg,44,31000,26500,15
2026-08-16,SKU-INDOMIE-01,Indomie Goreng Spesial Dus,17,118000,106000,8
2026-08-16,SKU-KOPI-01,Kopi Bubuk Kapal Api 380g,24,32000,27000,20
2026-08-16,SKU-SIRUP-01,Sirup Marjan Cocopandan 460ml,27,24500,19500,10
2026-08-16,SKU-KURMA-01,Kurma Palm Fruit 500g,11,45000,35000,6
2026-08-17,SKU-BERAS-05,Beras Ramos Premium 5kg,22,78000,68000,18
2026-08-17,SKU-MINYAK-02,Minyak Goreng Sawit 2L,39,38000,33000,22
2026-08-17,SKU-TELUR-01,Telur Ayam Ras 1kg,48,31000,26500,15
2026-08-17,SKU-INDOMIE-01,Indomie Goreng Spesial Dus,19,118000,106000,8
2026-08-17,SKU-KOPI-01,Kopi Bubuk Kapal Api 380g,27,32000,27000,20
2026-08-17,SKU-SIRUP-01,Sirup Marjan Cocopandan 460ml,31,24500,19500,10
2026-08-17,SKU-KURMA-01,Kurma Palm Fruit 500g,13,45000,35000,6
2026-08-18,SKU-BERAS-05,Beras Ramos Premium 5kg,12,78000,68000,18
2026-08-18,SKU-MINYAK-02,Minyak Goreng Sawit 2L,22,38000,33000,22
2026-08-18,SKU-TELUR-01,Telur Ayam Ras 1kg,28,31000,26500,15
2026-08-18,SKU-INDOMIE-01,Indomie Goreng Spesial Dus,9,118000,106000,8
2026-08-18,SKU-KOPI-01,Kopi Bubuk Kapal Api 380g,15,32000,27000,20
2026-08-18,SKU-SIRUP-01,Sirup Marjan Cocopandan 460ml,17,24500,19500,10
2026-08-18,SKU-KURMA-01,Kurma Palm Fruit 500g,6,45000,35000,6
2026-08-19,SKU-BERAS-05,Beras Ramos Premium 5kg,11,78000,68000,18
2026-08-19,SKU-MINYAK-02,Minyak Goreng Sawit 2L,21,38000,33000,22
2026-08-19,SKU-TELUR-01,Telur Ayam Ras 1kg,26,31000,26500,15
2026-08-19,SKU-INDOMIE-01,Indomie Goreng Spesial Dus,8,118000,106000,8
2026-08-19,SKU-KOPI-01,Kopi Bubuk Kapal Api 380g,14,32000,27000,20
2026-08-19,SKU-SIRUP-01,Sirup Marjan Cocopandan 460ml,16,24500,19500,10
2026-08-19,SKU-KURMA-01,Kurma Palm Fruit 500g,5,45000,35000,6
2026-08-20,SKU-BERAS-05,Beras Ramos Premium 5kg,13,78000,68000,18
2026-08-20,SKU-MINYAK-02,Minyak Goreng Sawit 2L,23,38000,33000,22
2026-08-20,SKU-TELUR-01,Telur Ayam Ras 1kg,29,31000,26500,15
2026-08-20,SKU-INDOMIE-01,Indomie Goreng Spesial Dus,10,118000,106000,8
2026-08-20,SKU-KOPI-01,Kopi Bubuk Kapal Api 380g,16,32000,27000,20
2026-08-20,SKU-SIRUP-01,Sirup Marjan Cocopandan 460ml,17,24500,19500,10
2026-08-20,SKU-KURMA-01,Kurma Palm Fruit 500g,6,45000,35000,6
2026-08-21,SKU-BERAS-05,Beras Ramos Premium 5kg,15,78000,68000,18
2026-08-21,SKU-MINYAK-02,Minyak Goreng Sawit 2L,28,38000,33000,22
2026-08-21,SKU-TELUR-01,Telur Ayam Ras 1kg,35,31000,26500,15
2026-08-21,SKU-INDOMIE-01,Indomie Goreng Spesial Dus,13,118000,106000,8
2026-08-21,SKU-KOPI-01,Kopi Bubuk Kapal Api 380g,19,32000,27000,20
2026-08-21,SKU-SIRUP-01,Sirup Marjan Cocopandan 460ml,21,24500,19500,10
2026-08-21,SKU-KURMA-01,Kurma Palm Fruit 500g,8,45000,35000,6
2026-08-22,SKU-BERAS-05,Beras Ramos Premium 5kg,19,78000,68000,18
2026-08-22,SKU-MINYAK-02,Minyak Goreng Sawit 2L,36,38000,33000,22
2026-08-22,SKU-TELUR-01,Telur Ayam Ras 1kg,45,31000,26500,15
2026-08-22,SKU-INDOMIE-01,Indomie Goreng Spesial Dus,17,118000,106000,8
2026-08-22,SKU-KOPI-01,Kopi Bubuk Kapal Api 380g,24,32000,27000,20
2026-08-22,SKU-SIRUP-01,Sirup Marjan Cocopandan 460ml,28,24500,19500,10
2026-08-22,SKU-KURMA-01,Kurma Palm Fruit 500g,11,45000,35000,6
2026-08-23,SKU-BERAS-05,Beras Ramos Premium 5kg,18,78000,68000,18
2026-08-23,SKU-MINYAK-02,Minyak Goreng Sawit 2L,34,38000,33000,22
2026-08-23,SKU-TELUR-01,Telur Ayam Ras 1kg,42,31000,26500,15
2026-08-23,SKU-INDOMIE-01,Indomie Goreng Spesial Dus,15,118000,106000,8
2026-08-23,SKU-KOPI-01,Kopi Bubuk Kapal Api 380g,22,32000,27000,20
2026-08-23,SKU-SIRUP-01,Sirup Marjan Cocopandan 460ml,26,24500,19500,10
2026-08-23,SKU-KURMA-01,Kurma Palm Fruit 500g,10,45000,35000,6
